stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
39.767591,1,35234,-104.973545,,,,Vehicles Travelling East,Larimer St & Downing St,0,35234,merged_115786296
39.764239,1,35232,-104.97787,,,,Vehicles Travelling East,Larimer St & 32nd St,0,35232,merged_115786296
39.765885,1,35233,-104.975756,,,,Vehicles Travelling East,Larimer St & 34th St,0,35233,merged_115786296
39.760294,1,35230,-104.982985,,,,Vehicles Travelling East,Larimer St & 28th St,0,35230,merged_115786296
39.762042,1,35231,-104.980714,,,,Vehicles Travelling East,Larimer St & 30th St,0,35231,merged_115786296
39.725652,1,11542,-104.929761,,,,Vehicles Travelling West,6th Ave & Elm St,0,11542,merged_115786296
39.725657,1,11540,-104.933242,,,,Vehicles Travelling West,6th Ave & Dexter St,0,11540,merged_115786296
39.725279,1,11541,-104.929176,,,,Vehicles Travelling East,6th Ave & Elm St,0,11541,merged_115786296
39.725466,1,11547,-104.869972,,,,Vehicles Travelling East,6th Ave & Fulton St,0,11547,merged_115786296
39.725646,1,11548,-104.870947,,,,Vehicles Travelling West,6th Ave & Fulton St,0,11548,merged_115786296
39.725282,1,11549,-104.925809,,,,Vehicles Travelling East,6th Ave & Glencoe St,0,11549,merged_115786296
40.037148,1,19395,-105.258301,,,,Vehicles Travelling North,28th St & CO 119,0,19395,merged_115786296
39.978846,1,19390,-105.24943,,,,Vehicles Travelling Northwest,Gillaspie Dr & Darley Ave,0,19390,merged_115786296
39.711363,1,22264,-105.040198,,,,Vehicles Travelling West,W Alameda Ave & S Perry St,0,22264,merged_115786296
39.656016,1,22268,-104.98775,,,,Vehicles Travelling South,S Broadway & W Floyd Ave,0,22268,merged_115786296
39.543953,1,25062,-104.917725,,,,Vehicles Travelling East,S University Blvd & Crossland Way,0,25062,merged_115786296
39.544393,1,25060,-104.918528,,,,Vehicles Travelling West,S University Blvd & Crossland Way,0,25060,merged_115786296
39.943201,1,25067,-105.158564,,,,Vehicles Travelling East,Rock Creek Pkwy & Pitkin Ave,0,25067,merged_115786296
39.502743,1,25064,-105.322805,,,33846,Vehicles Travelling West,Mountain View PnR,0,25064,merged_115786296
39.825727,1,25065,-104.942665,,,35363,Vehicles Travelling South,Commerce City & 72nd Station Gate B,0,25065,merged_115786296
39.939493,1,25068,-105.155127,,,,Vehicles Travelling East,Rock Creek Pkwy & Indiana St,0,25068,merged_115786296
39.937656,1,25069,-105.147988,,,,Vehicles Travelling East,Rock Creek Pkwy & S 88th St,0,25069,merged_115786296
40.121142,1,19973,-105.151456,,,,Vehicles Travelling Northeast,CO 119 & Airport Rd,0,19973,merged_115786296
40.010647,1,19971,-105.102748,,,,Vehicles Travelling North,US 287 & Lucerne Dr,0,19971,merged_115786296
39.761731,1,16709,-105.011212,,,,Vehicles Travelling South,Tejon St & W 32nd Ave,0,16709,merged_115786296
39.762285,1,16708,-105.011124,,,,Vehicles Travelling North,Tejon St & W 32nd Ave,0,16708,merged_115786296
39.802487,1,16255,-105.104694,,,,Vehicles Travelling North,Independence St & Ralston Rd,0,16255,merged_115786296
39.667433,1,16254,-105.04182,,,,Vehicles Travelling South,S Raleigh St & W Yale Ave,0,16254,merged_115786296
40.017338,1,19979,-105.272514,,,,Vehicles Travelling Southwest,Canyon Blvd & 17th St,0,19979,merged_115786296
39.804985,1,16258,-105.106515,,,,Vehicles Travelling Northwest,Ralston Rd & W 59th Ave,0,16258,merged_115786296
39.653478,1,16700,-104.898602,,,,Vehicles Travelling North,S Tamarac Dr & Hampden Ave,0,16700,merged_115786296
39.653274,1,22481,-104.961298,,,,Vehicles Travelling West,Hampden Ave & S University Blvd,0,22481,merged_115786296
39.65314,1,22480,-104.941865,,,,Vehicles Travelling West,Hampden Ave & S Colorado Blvd,0,22480,merged_115786296
39.710914,1,12015,-105.103671,,,,Vehicles Travelling East,W Alameda Ave & S Hoyt St,0,12015,merged_115786296
39.711086,1,12016,-105.104126,,,,Vehicles Travelling West,W Alameda Ave & S Hoyt St,0,12016,merged_115786296
39.711153,1,12011,-104.921906,,,,Vehicles Travelling East,Alameda Ave & S Holly St,0,12011,merged_115786296
39.711243,1,12013,-105.029121,,,,Vehicles Travelling West,W Alameda Ave & S Hooker St,0,12013,merged_115786296
39.711387,1,12012,-104.922643,,,,Vehicles Travelling West,Alameda Ave & S Holly St,0,12012,merged_115786296
39.652937,1,26395,-104.781573,,,,Vehicles Travelling East,Hampden Ave & S Telluride Way,0,26395,merged_115786296
39.652941,1,26394,-104.783947,,,,Vehicles Travelling East,Hampden Ave & S Richfield St,0,26394,merged_115786296
39.65558,1,26397,-104.764761,,,,Vehicles Travelling North,S Ceylon Way & Floyd Ave,0,26397,merged_115786296
39.65287,1,26396,-104.771789,,,,Vehicles Travelling East,Hampden Ave & S Tower Rd,0,26396,merged_115786296
39.652937,1,26393,-104.79067,,,,Vehicles Travelling East,Hampden Ave & S Buckley Rd,0,26393,merged_115786296
39.708742,1,15950,-104.847306,,,,Vehicles Travelling South,S Peoria St & Dakota Ave,0,15950,merged_115786296
39.661309,1,26399,-104.764651,,,,Vehicles Travelling North,S Ceylon Way & Columbia Pl,0,26399,merged_115786296
39.658299,1,26398,-104.764424,,,,Vehicles Travelling North,S Ceylon Way & Eldorado Pl,0,26398,merged_115786296
39.756905,1,10709,-104.953122,,,,Vehicles Travelling East,28th Ave & Fillmore St,0,10709,merged_115786296
39.757028,1,10708,-104.953907,,,,Vehicles Travelling West,28th Ave & Fillmore St,0,10708,merged_115786296
39.667209,1,15955,-104.847426,,,,Vehicles Travelling South,S Peoria St & Yale Ave,0,15955,merged_115786296
39.757033,1,10706,-104.95762,,,,Vehicles Travelling West,28th Ave & Columbine St,0,10706,merged_115786296
39.756913,1,10705,-104.956879,,,,Vehicles Travelling East,28th Ave & Columbine St,0,10705,merged_115786296
39.815324,1,15486,-104.91279,,,,Vehicles Travelling North,Monaco St & 65th Pl,0,15486,merged_115786296
39.678143,1,24882,-104.992653,,,33713,Vehicles Travelling North,Evans Station,0,24882,B_merged_115786297
39.538067,1,24880,-105.035335,,,,Vehicles Travelling East,Highlands Ranch Pkwy & S Santa Fe Dr,0,24880,merged_115786296
39.580704,1,24886,-105.137219,,,33817,Vehicles Travelling North,Ken Caryl PnR Gate A,0,24886,merged_115786296
39.642183,1,24889,-105.02477,,,,Vehicles Travelling South,W Oxford Ave & S Federal Blvd,0,24889,merged_115786296
39.643408,1,24888,-105.004413,,,33726,Vehicles Travelling South,Oxford - City of Sheridan Station,0,24888,merged_115786296
39.763702,1,26020,-104.774848,,,,Vehicles Travelling East,Wal-Mart @ Salida St & Tower Rd,0,26020,merged_115786296
39.711159,1,22875,-104.913248,,,,Vehicles Travelling East,Alameda Ave & S Monaco Pkwy,0,22875,merged_115786296
39.971971,1,22876,-105.241884,,,,Vehicles Travelling Southwest,Greenbriar Blvd & Greenbriar Ct,0,22876,merged_115786296
39.787251,1,14624,-104.919842,,,,Vehicles Travelling North,Ivy St & 50th Ave,0,14624,merged_115786296
39.749706,1,14626,-105.21452,,,,Vehicles Travelling South,Jackson St & 19th St,0,14626,merged_115786296
39.640764,1,14620,-105.030021,,,,Vehicles Travelling South,S Irving St & W Oxford Ave,0,14620,merged_115786296
39.640767,1,14621,-105.02992,,,,Vehicles Travelling North,S Irving St & W Oxford Ave,0,14621,merged_115786296
39.703398,1,14622,-105.029872,,,,Vehicles Travelling South,S Irving St & W Walsh Pl,0,14622,merged_115786296
39.787187,1,14623,-104.920004,,,,Vehicles Travelling South,Ivy St & 50th Ave,0,14623,merged_115786296
39.747594,1,14629,-105.212543,,,,Vehicles Travelling Southwest,Jackson St & 22nd St,0,14629,merged_115786296
39.750804,1,13058,-104.940523,,,,Vehicles Travelling North,Colorado Blvd & 23rd Ave,0,13058,merged_115786296
39.754909,1,13059,-104.940463,,,,Vehicles Travelling North,Colorado Blvd & 26th Ave,0,13059,merged_115786296
39.744314,1,13053,-104.940581,,,,Vehicles Travelling North,Colorado Blvd & 17th Ave,0,13053,merged_115786296
39.737757,1,13050,-104.94053,,,,Vehicles Travelling North,Colorado Blvd & 14th Ave,0,13050,merged_115786296
39.736956,1,13051,-104.940809,,,,Vehicles Travelling South,Colorado Blvd & 13th Ave,0,13051,merged_115786296
39.717358,1,13056,-104.940846,,,,Vehicles Travelling South,Colorado Blvd & 1st Ave,0,13056,merged_115786296
39.750661,1,13057,-104.940827,,,,Vehicles Travelling South,Colorado Blvd & 23rd Ave,0,13057,merged_115786296
39.744102,1,13054,-104.940865,,,,Vehicles Travelling South,Colorado Blvd & 17th Ave,0,13054,merged_115786296
39.718163,1,13055,-104.94057,,,,Vehicles Travelling North,Colorado Blvd & 1st Ave,0,13055,merged_115786296
39.984264,0,33850,-104.823496,,,,Vehicles Travelling North,US 85 / Bridge St,1,33850,merged_115786296
39.650897,0,33851,-105.082726,,,,Vehicles Travelling North,Wadsworth / Hampden,1,33851,merged_115786296
39.69386,1,33504,-104.791233,,,,Vehicles Travelling South,S Buckley Rd & Arizona Dr,0,33504,merged_115786296
39.694079,1,33505,-104.790916,,,,Vehicles Travelling North,S Buckley Rd & S Pitkin Way,0,33505,merged_115786296
39.563159,1,33502,-104.897006,,,,Vehicles Travelling South,Acres Green Dr & Park Meadows Dr,0,33502,merged_115786296
39.56339,1,33503,-104.896742,,,,Vehicles Travelling North,Acres Green Dr & Park Meadows Dr,0,33503,merged_115786296
39.856408,1,33501,-104.991418,,,,Vehicles Travelling West,W 88th Ave & Conifer Rd,0,33501,merged_115786296
39.856487,1,17826,-105.101075,,,,Vehicles Travelling West,W 88th Ave & Garrison St,0,17826,merged_115786296
39.731664,1,23059,-105.005549,,,34109,Vehicles Travelling Southeast,10th & Osage Station,0,23059,A_merged_115786298
39.74033,1,23058,-105.002519,,,33724,Vehicles Travelling West,Colfax at Auraria Station,0,23058,A_merged_115786298
39.677566,1,23509,-105.024891,,,34140,Vehicles Travelling North,S Federal Blvd & W Warren Ave,0,23509,merged_115786296
39.747997,1,23055,-104.990429,,,34117,Vehicles Travelling Southwest,18th & Stout Station,0,23055,A_merged_115786298
39.747879,1,23054,-104.987032,,,34118,Vehicles Travelling Southwest,20th & Welton Station,0,23054,A_merged_115786298
39.536105,1,23505,-104.860965,,,,Vehicles Travelling East,Lincoln Ave & S Havana St,0,23505,merged_115786296
