block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_FREE 21,FREE,0,Free MallRide Civic Center,1318331,WK,115569574
a_FREE 81,FREE,0,Free MallRide Civic Center,1318333,WK,115569575
a_169  2,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547778
a_169  1,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547779
a_FREE  8,FREE,1,Free MallRide Union Station,1318341,SU,115569570
a_FREE  7,FREE,1,Free MallRide Union Station,1318341,SU,115569571
a_FREE 11,FREE,0,Free MallRide Civic Center,1318331,WK,115569572
a_FREE 17,FREE,0,Free MallRide Civic Center,1318331,WK,115569573
a_169  1,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547772
a_169  2,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547773
a_169  2,169,1,Arapahoe Crossing via Buckley Rd,1316891,SA,115547770
a_169  2,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547771
a_169  1,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547776
a_169  2,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547777
a_169  1,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547774
a_169  2,169,0,40th & Airport Stn via Buckley Rd,1316889,SU,115547775
a_FREE 20,FREE,0,Free MallRide Civic Center,1318331,WK,115569577
a_FREE 10,FREE,1,Free MallRide Union Station,1318341,WK,115569952
a_153  1,153,0,Peoria Stn via Chambers,1316870,SU,115546680
a_15  2,15,1,Union Station Downtown,1316868,SA,115546173
a_10 14,15,1,Union Station Downtown,1316869,SA,115546172
a_15  3,15,1,Union Station Downtown,1316866,SA,115546171
a_15  3,15,1,Union Station Downtown,1316866,SA,115546170
a_15  4,15,1,Union Station Downtown,1316868,SA,115546177
a_15  8,15,1,Union Station Downtown,1316865,SA,115546176
a_15  3,15,1,Union Station Downtown,1316868,SA,115546175
a_15  7,15,1,Union Station Downtown,1316865,SA,115546174
a_15  9,15,1,Union Station Downtown,1316864,SA,115546179
a_15  4,15,1,Union Station Downtown,1316869,SA,115546178
a_73  4,73,1,Belleview Stn via Quebec,1317152,WK,115554495
a_73  3,73,1,Belleview Stn via Quebec,1317152,SU,115554366
a_40  1,40,0,40th & Colorado Stn via Colorado Blvd,1317039,SU,115551295
a_73  4,73,1,Belleview Stn via Quebec,1317152,SU,115554361
a_42  9,45,0,Green Valley Ranch,1317070,WK,115552551
a_73  7,73,1,Belleview Stn via Quebec,1317152,WK,115554492
a_15  7,10,1,Union Station,1316584,SU,115539148
a_10  4,10,1,Union Station,1316588,SU,115539149
a_73  4,73,1,Belleview Stn via Quebec,1317152,SU,115554363
a_100  2,100,1,Federal Center Station,1318226,WK,115567890
a_10 14,10,1,Union Station,1316584,SU,115539140
a_10 14,10,1,Union Station,1316584,SU,115539141
a_10  2,10,1,Union Station,1316588,SU,115539142
a_10  2,10,1,Union Station,1316588,SU,115539143
a_10 13,10,1,Union Station,1316584,SU,115539144
a_10  4,10,1,Union Station,1316588,SU,115539145
a_10 12,10,1,Union Station,1316584,SU,115539146
a_10  2,10,1,Union Station,1316588,SU,115539147
a_135  9,139,1,Nine Mile Stn via Quincy,1316830,SA,115545798
a_153 10,153,0,Peoria Stn via Chambers,1316870,WK,115546784
a_130  1,130,0,Aurora Metro Cntr via Buckley,1316818,WK,115545407
a_15  1,15,0,Tower Rd,1316838,SA,115546072
a_101 97,101E,1,E-Line RidgeGate,1329695,SU_3787,115786225
a_101 98,101E,1,E-Line RidgeGate,1329695,SU_3787,115786224
a_130  1,130,0,Aurora Metro Cntr via Buckley,1316818,SA,115545266
a_A  3,A,1,Union Station,1317216,MT,115555982
a_101 96,101E,1,E-Line RidgeGate,1329695,SU_3787,115786227
a_121 10,121,0,40th & Airport Stn via Montbello,1316802,WK,115545124
a_130  1,130,0,Aurora Metro Cntr via Buckley,1316818,SA,115545267
a_101 14,101D,0,D-Line Union Station,1317836,MT,115561611
a_101 16,101D,0,D-Line Union Station,1317836,MT,115561610
a_104L 61,104L,0,Denver Airport Station via Thornton Crossroads,1317897,WK,115564221
a_104L 61,104L,0,Denver Airport Station via Thornton Crossroads,1317897,WK,115564220
a_104L 63,104L,1,Wagon Road PnR via Thornton Crossroads,1317905,WK,115564227
a_104L 61,104L,1,Wagon Road PnR via Thornton Crossroads,1317904,WK,115564226
a_104L 62,104L,1,Wagon Road PnR via Thornton Crossroads,1317905,WK,115564225
a_104L 62,104L,1,Wagon Road PnR via Thornton Crossroads,1317905,WK,115564224
a_225  2,225D,1,Dtwn Bldr 225D Dmd Circle,1317939,WK,115564887
a_225  1,225,1,Dtwn Boulder,1317936,WK,115564886
a_104L 63,104L,1,Wagon Road PnR via Thornton Crossroads,1317904,WK,115564229
a_104L 72,104L,1,Wagon Road PnR via Thornton Crossroads,1317905,WK,115564228
a_225  4,225D,0,Diamond Cir  Willoughby,1317934,WK,115564883
a_225 21,225T,0,S Boulder Rd Willoughby,1317935,WK,115564882
a_225  4,225D,0,Diamond Cir  Willoughby,1317934,WK,115564881
a_225  1,225D,0,Diamond Cir  Willoughby,1317934,WK,115564880
a_44  2,44,1,Wheat Ridge Ward Station,1318223,SU,115567752
a_44  1,44,1,Wheat Ridge Ward Station,1318223,SU,115567753
a_44  2,44,1,Wheat Ridge Ward Station,1318223,SU,115567750
a_44  1,44,1,Wheat Ridge Ward Station,1318223,SU,115567751
a_44  2,44,1,Wheat Ridge Ward Station,1318223,SU,115567756
a_101 91,101E,1,E-Line RidgeGate,1329695,SU_3787,115786223
a_44  2,44,1,Wheat Ridge Ward Station,1318223,SU,115567754
a_44  2,44,1,Wheat Ridge Ward Station,1318223,SU,115567755
a_44  1,44,0,Civic Center Station,1318222,WK,115567758
a_101 96,101E,1,E-Line RidgeGate,1329695,SU_3787,115786222
a_42  8,45,1,Peoria Stn via Montbello,1317074,SA,115552404
a_225  2,225T,1,Dtwn Boulder,1317937,WK,115564929
a_35  3,35,0,Nine Mile,1318264,SA,115568227
a_35  5,35,0,Nine Mile,1318264,SA,115568226
a_35  2,35,0,Nine Mile,1318264,SA,115568225
a_35  6,35,0,Nine Mile,1318264,SA,115568224
a_35  5,35,0,Nine Mile,1318264,SA,115568223
a_32  1,32,1,32nd & Wadsworth,1318261,WK,115568222
a_32  2,32,1,32nd & Wadsworth,1318261,WK,115568221
a_32  1,32,1,32nd & Wadsworth,1318261,WK,115568220
a_FF 42,FF4,1,Boulder Junction,1318071,WK,115565938
a_FF 41,FF4,1,Boulder Junction,1318071,WK,115565939
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,SU,115782092
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,SU,115782093
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,SU,115782090
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,SU,115782091
a_3 44,3,0,Alameda Stn,1316984,SU,115549640
a_3  6,3,0,Lincoln St,1316985,SU,115549641
a_3  3,3,0,Lincoln St,1316985,SU,115549642
a_3  5,3,0,Lincoln St,1316985,SU,115549643
a_3 44,3,0,Alameda Stn,1316984,SU,115549644
a_3  5,3,0,Alameda Stn,1316984,SU,115549645
a_3  5,3,0,Aurora Metro Cntr via Alameda,1316980,SU,115549646
a_3 44,3,0,Alameda Stn,1316984,SU,115549647
a_3  1,3,0,Aurora Metro Cntr via Alameda,1316980,SU,115549648
a_3  5,3,0,Alameda Stn,1316984,SU,115549649
a_42  5,45,1,Peoria Stn via Montbello,1317074,SA,115552401
a_11  6,11,1,Lakewood Commons via Mosier Pl,1316723,SA,115543292
a_101 13,101D,0,D-Line Union Station,1317836,FR,115561290
a_42  5,42,0,Green Valley Ranch,1317058,SU,115551688
a_FREE 13,FREE,0,Free MallRide Civic Center,1318331,SU,115569328
a_LD  1,LD3,0,Bross/8th,1318092,WK,115566295
a_15L 30,15L,0,Billings via E Colfax Ave,1316883,WK,115547157
a_16  5,16,0,Broadway,1316887,WK,115547579
a_31  5,31,0,Westminster Stn / 71st Ave,1318216,WK,115567576
a_31 12,31,0,Westminster Stn / 71st Ave,1318216,WK,115567577
a_31 11,31,0,Westminster Stn / 71st Ave,1318216,WK,115567574
a_31  7,31,0,Westminster Stn / 71st Ave,1318216,WK,115567575
a_31 11,31,0,Westminster Stn / 71st Ave,1318216,WK,115567572
a_31  7,31,0,Westminster Stn / 71st Ave,1318216,WK,115567573
a_31 11,31,0,Westminster Stn / 71st Ave,1318216,WK,115567570
a_31  7,31,0,Westminster Stn / 71st Ave,1318216,WK,115567571
a_AB 95,AB1,1,Downtown Boulder via E-470,1317973,SU,115565280
a_31 10,31,0,Westminster Stn / 71st Ave,1318216,WK,115567578
a_31  3,31,0,Westminster Stn / 71st Ave,1318216,WK,115567579
a_15L  1,AT,0,Denver Airport,1317263,SU,115556647
a_73  7,73,1,Belleview Stn via Quebec,1317152,WK,115554479
a_42  2,45,1,Peoria Stn via Montbello,1317074,SA,115552408
a_105  5,105,0,Central Park,1316694,SA,115542132
a_16  7,16,0,Broadway,1316887,WK,115547577
a_AT 12,AT,1,Arapahoe Stn,1317266,SA,115556640
a_42  4,45,1,Peoria Stn via Montbello,1317074,SA,115552409
a_103 73,103W,0,W-Line Union Station,1316670,SU,115563402
a_AB 93,AB1,1,Downtown Boulder via E-470,1317974,SU,115565287
a_0  6,0,1,Englewood Station,1316572,WK,115538639
a_0  2,0,1,Englewood Station,1316572,WK,115538638
a_AB 96,AB1,1,Downtown Boulder via E-470,1317973,SU,115565284
a_135  9,139,1,Nine Mile Stn via Quincy,1316830,SA,115545799
a_0  1,0,1,Englewood Station,1316572,WK,115538631
a_0  9,0,1,Englewood Station,1316572,WK,115538630
a_0  7,0,1,Englewood Station,1316572,WK,115538633
a_0  8,0,1,Englewood Station,1316572,WK,115538632
a_0  2,0,1,Englewood Station,1316572,WK,115538635
a_0  5,0,1,Englewood Station,1316572,WK,115538634
a_0  7,0,1,Englewood Station,1316572,WK,115538637
a_0  1,0,1,Englewood Station,1316572,WK,115538636
a_73  2,73,1,Belleview Stn via Quebec,1317152,WK,115554478
a_104L 63,104L,0,Denver Airport Station via Thornton Crossroads,1317899,SA,115564124
a_AB 95,AB1,1,Downtown Boulder via E-470,1317977,SU,115565288
a_AB 91,AB1,1,Downtown Boulder via E-470,1317974,SU,115565289
a_121  9,121,0,40th & Airport Stn via Montbello,1316802,WK,115545127
a_17  2,17,1,10th & Wash,1316898,SU,115548007
a_16  4,16,0,Broadway,1316887,SU,115547484
a_135  7,139,0,Smoky Hill  Picadilly PnR,1316829,SU,115545829
a_16  6,16,0,Broadway,1316887,SU,115547485
a_12  2,12,0,38th & Blake Station via Downing St,1316777,SA,115544333
a_12  1,12,0,38th & Blake Station via Downing St,1316777,SA,115544332
a_12  3,12,0,38th & Blake Station via Downing St,1316777,SA,115544331
a_12  4,12,0,38th & Blake Station via Downing St,1316777,SA,115544330
a_12  2,12,0,38th & Blake Station via Downing St,1316777,SA,115544337
a_12  1,12,0,38th & Blake Station via Downing St,1316777,SA,115544336
a_12  3,12,0,38th & Blake Station via Downing St,1316777,SA,115544335
a_12  4,12,0,38th & Blake Station via Downing St,1316777,SA,115544334
a_104L 62,104L,0,Denver Airport Station via Thornton Crossroads,1317897,SU,115564174
a_36  1,36,1,Littleton,1318285,SU,115568437
a_12  3,12,0,38th & Blake Station via Downing St,1316777,SA,115544339
a_24  1,24,1,C-470 Univ Park-n-Ride,1316964,SA,115549258
a_SKIP  3,SKIP,0,Front Range/Broadway,1318145,SA,115566489
a_SKIP  1,SKIP,0,Front Range/Broadway,1318145,SA,115566488
a_101 92,101E,0,E-Line Union Station,1329694,MT_3787,115785085
a_46  3,46,1,Southmoor,1317076,WK,115552721
a_121  3,121,0,40th & Airport Stn via Montbello,1316802,WK,115545126
a_42  5,42,1,Central Park Stn via Montbello,1317062,WK,115551834
a_FF 47,FF4,1,Boulder Junction,1318070,WK,115565932
a_40  1,40,0,40th & Colorado Stn via Colorado Blvd,1317039,SU,115551298
a_31  8,31,0,Westminster Stn / 71st Ave,1318216,SA,115567288
a_31  7,31,0,Westminster Stn / 71st Ave,1318216,SA,115567289
a_7  1,7,0,Northglenn & 112th Station,1317143,SA,115554073
a_7  2,7,0,Northglenn & 112th Station,1317143,SA,115554072
a_7  1,7,0,Northglenn & 112th Station,1317143,SA,115554075
a_7  2,7,0,Northglenn & 112th Station,1317143,SA,115554074
a_7  1,7,0,Northglenn & 112th Station,1317143,SA,115554077
a_7  2,7,0,Northglenn & 112th Station,1317143,SA,115554076
a_31  9,31,0,Front Range Community College,1318215,SA,115567280
a_31  4,31,0,Westminster Stn / 71st Ave,1318216,SA,115567281
a_31  3,31,0,106th&Melody,1318217,SA,115567282
a_31  1,31,0,Westminster Stn / 71st Ave,1318216,SA,115567283
a_31  9,31,0,Westminster Stn / 71st Ave,1318216,SA,115567284
a_31  4,31,0,Westminster Stn / 71st Ave,1318216,SA,115567285
a_31  7,31,0,Westminster Stn / 71st Ave,1318216,SA,115567286
a_31  6,31,0,Westminster Stn / 71st Ave,1318216,SA,115567287
a_SKIP  2,SKIP,1,Fairview HS via Broadway,1318149,SU,115566629
a_SKIP  3,SKIP,1,Fairview HS via Broadway,1318149,SU,115566628
a_JUMP  7,JUMP,0,Lafayette PnR via Sir Galahad,1318079,WK,115566159
a_JUMP  1,JUMP,0,Lafayette PnR via Sir Galahad,1318079,WK,115566158
a_113 30,113G,1,Wheat Ridge Ward Station,1316747,MT,115543733
a_JUMP  6,JUMP,0,Tech Ed Center,1318076,WK,115566153
a_JUMP  4,JUMP,0,Erie Community Center,1318075,WK,115566152
a_JUMP  9,JUMP,0,Lafayette PnR via Sir Galahad,1318079,WK,115566151
a_JUMP  2,JUMP,0,Erie Community Center,1318075,WK,115566150
a_JUMP  6,JUMP,0,Tech Ed Center,1318076,WK,115566157
a_JUMP  4,JUMP,0,Tech Ed Center,1318076,WK,115566156
a_JUMP  6,JUMP,0,Tech Ed Center,1318076,WK,115566155
a_JUMP  4,JUMP,0,Tech Ed Center,1318076,WK,115566154
a_9  1,9,1,Lakewood Commons,1317193,WK,115555393
a_113 32,113G,1,Wheat Ridge Ward Station,1316747,MT,115543731
a_107 24,101E,1,E-Line Lincoln,1317869,SA,115562289
a_113 31,113G,0,Union Station,1316730,SA,115543736
a_16  8,16,1,Oak Station,1316888,SA,115547365
a_113 32,113G,0,Union Station,1316730,SA,115543737
a_103 74,103W,1,W-Line Jeffco,1316679,FR,115563051
a_103 78,103W,1,W-Line Jeffco,1316679,FR,115563050
a_103 75,103W,1,W-Line Jeffco,1316679,FR,115563053
a_103 73,103W,1,W-Line Jeffco,1316679,FR,115563052
a_103 74,103W,1,W-Line Jeffco,1316679,FR,115563055
a_103 71,103W,1,W-Line Jeffco,1316679,FR,115563054
a_103 72,103W,1,W-Line Jeffco,1316679,FR,115563057
a_103 77,103W,1,W-Line Jeffco,1316679,FR,115563056
a_103 74,103W,1,W-Line Jeffco,1316679,FR,115563059
a_103 78,103W,1,W-Line Jeffco,1316679,FR,115563058
a_107 24,107R,0,R Line Peoria Station,1316699,FR,115563509
a_107 21,107R,0,R Line Peoria Station,1316699,FR,115563508
a_9  2,9,1,Lakewood Commons,1317193,WK,115555392
a_72  3,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554215
a_72  2,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554214
a_72  2,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554217
a_72  1,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554216
a_72  2,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554211
a_7  1,7,1,38th & Blake Stn,1317144,WK,115554210
a_72  1,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554213
a_72  3,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554212
a_72  1,72,0,Commerce City & 72nd Ave Stn via Westminster Station,1317146,SA,115554219
a_17  5,17,0,Federal Cntr Station,1316897,WK,115548018
a_120X 64,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544841
a_120X 72,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544840
a_120X 64,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544843
a_83  8,83D,0,Nine Mile 83D S Quebec Way,1317179,WK,115555035
a_120X 65,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544845
a_120X 71,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544844
a_120X 71,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544847
a_120X 64,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544846
a_120X 71,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544849
a_120X 65,120X,0,Thornton PnR Wagon Rd PnR,1316793,WK,115544848
a_9  1,9,1,Lakewood Commons,1317193,WK,115555391
a_83  6,83L,1,Downtown Civic Center,1317185,WK,115555038
a_83  7,83L,1,Downtown Civic Center,1317185,WK,115555039
a_15L 11,15L,0,Aurora Metro Center Station,1316884,SU,115546991
a_15L 33,15L,0,Aurora Metro Center Station,1316884,SU,115546990
a_15L  7,15L,0,Aurora Metro Center Station,1316884,SU,115546993
a_15L 10,15L,0,Aurora Metro Center Station,1316884,SU,115546992
a_15L 11,15L,0,Aurora Metro Center Station,1316884,SU,115546995
a_15L  9,15L,0,Aurora Metro Center Station,1316884,SU,115546994
a_15L 33,15L,0,Aurora Metro Center Station,1316884,SU,115546997
a_15L  5,15L,0,Aurora Metro Center Station,1316884,SU,115546996
a_15L  8,15L,0,Aurora Metro Center Station,1316884,SU,115546999
a_15L 31,15L,0,Aurora Metro Center Station,1316884,SU,115546998
a_117  3,117N,0,124th - Eastlake,1316766,FR,115544024
a_42  5,42,0,Green Valley Ranch,1317058,WK,115551790
a_11  3,11,1,Broadway Stn,1316722,SA,115543314
a_11  4,11,0,Aurora Metro Cntr via Mississippi,1316715,SU,115543315
a_11  3,11,0,Aurora Metro Cntr via Mississippi,1316715,SU,115543316
a_11  1,11,0,Aurora Metro Cntr via Mississippi,1316715,SU,115543317
a_11  8,11,1,Lakewood Commons,1316724,SA,115543310
a_11  5,11,1,Broadway Stn,1316722,SA,115543311
a_11  9,11,1,Broadway Stn,1316722,SA,115543312
a_113 32,113G,0,Union Station,1316730,MT,115543645
a_113 32,113G,0,Union Station,1316730,MT,115543648
a_113  2,113B,0,Union Station,1316736,MT,115543649
a_11  2,11,0,Aurora Metro Cntr via Mississippi,1316715,SU,115543318
a_11  4,11,0,Aurora Metro Cntr via Mississippi,1316715,SU,115543319
a_130  1,130,1,Nine Mile Stn via Buckley,1316819,WK,115545420
a_130  2,130,1,Nine Mile Stn via Buckley,1316819,WK,115545421
a_130  3,130,1,Nine Mile Stn via Buckley,1316819,WK,115545422
a_130  1,130,1,Nine Mile Stn via Buckley,1316819,WK,115545423
a_130  2,130,1,Nine Mile Stn via Buckley,1316819,WK,115545424
a_130  3,130,1,Nine Mile Stn via Buckley,1316819,WK,115545425
a_130  1,130,1,Nine Mile Stn via Buckley,1316819,WK,115545426
a_130  2,130,1,Nine Mile Stn via Buckley,1316819,WK,115545427
a_130  3,130,1,Nine Mile Stn via Buckley,1316819,WK,115545428
a_130  1,130,1,Nine Mile Stn via Buckley,1316819,WK,115545429
a_FF 43,FF4,1,Boulder Junction,1318071,WK,115565937
a_101 91,101E,1,E-Line RidgeGate,1329695,SU_3787,115784977
a_101 95,101E,1,E-Line RidgeGate,1329688,SU_3787,115784976
a_36  1,36,1,Littleton,1318285,SU,115568445
a_101 92,101E,1,E-Line RidgeGate,1329688,SU_3787,115784975
a_FREE  3,FREE,0,Free MallRide Civic Center,1318331,SA,115569004
a_101 91,101E,1,E-Line RidgeGate,1329695,SU_3787,115784974
a_16  4,16,0,Broadway,1316887,WK,115547615
a_16  3,16,1,Oak Station,1316888,SU,115547518
a_101 95,101E,1,E-Line RidgeGate,1329688,SU_3787,115784973
a_101 92,101E,1,E-Line RidgeGate,1329688,SU_3787,115784972
a_101 94,101E,1,E-Line RidgeGate,1329695,SU_3787,115784971
a_107 21,107R,0,R Line Peoria Station,1316699,FR,115563524
a_43  5,43,1,Auraria Downtown,1317066,SA,115551952
a_101 96,101E,1,E-Line RidgeGate,1329695,SU_3787,115784970
a_101 12,101D,0,D-Line Union Station,1317836,SU,115562672
a_101 14,101D,0,D-Line Union Station,1317836,SU,115562673
a_101 16,101D,0,D-Line Union Station,1317836,SU,115562670
a_101 11,101D,0,D-Line Union Station,1317836,SU,115562671
a_101 12,101D,0,D-Line Union Station,1317836,SU,115562676
a_101 14,101D,0,D-Line Union Station,1317836,SU,115562677
a_101 13,101D,0,D-Line Union Station,1317836,SU,115562674
a_101 11,101D,0,D-Line Union Station,1317836,SU,115562675
a_43  7,43,0,Central Park via MLK Blvd,1317065,SU,115552020
a_43  4,43,0,Central Park via MLK Blvd,1317065,SU,115552021
a_43  5,43,0,Central Park via MLK Blvd,1317065,SU,115552022
a_43  1,43,0,Central Park via MLK Blvd,1317065,SU,115552023
a_43  3,43,0,Central Park via MLK Blvd,1317065,SU,115552024
a_43  6,43,0,Central Park via MLK Blvd,1317065,SU,115552025
a_43  6,43,0,Central Park via MLK Blvd,1317065,SU,115552026
a_43  4,43,0,Central Park via MLK Blvd,1317065,SU,115552027
a_65  2,65,0,Central Park via Monaco,1317123,WK,115553889
a_65  2,65,1,DTC via Monaco,1317137,SU,115553888
a_65  1,65,1,DTC via Monaco,1317137,SU,115553881
a_65  2,65,1,DTC via Monaco,1317137,SU,115553880
a_65  1,65,1,DTC via Monaco,1317137,SU,115553883
a_65  3,65,1,DTC via Monaco,1317137,SU,115553882
a_204  1,204,0,Front Range/Broadway,1317916,WK,115564430
a_65  4,65,1,DTC via Monaco,1317137,SU,115553884
a_65  1,65,1,DTC via Monaco,1317137,SU,115553887
a_65  4,65,1,DTC via Monaco,1317137,SU,115553886
a_40  3,40,0,40th & Colorado Stn via Colorado Blvd,1317039,SA,115551186
a_101 91,101E,1,E-Line RidgeGate,1329695,SU_3787,115784979
a_101 94,101E,1,E-Line RidgeGate,1329695,SU_3787,115784978
a_101 13,101D,1,D-Line to Mineral,1317867,FR,115561495
a_1  2,1,0,Civic Center Stn,1316578,SU,115538954
a_1  2,1,0,Civic Center Stn,1316578,SU,115538955
a_1  1,1,0,Civic Center Stn,1316578,SU,115538956
a_1  1,1,0,Civic Center Stn,1316578,SU,115538957
a_1  2,1,1,Lakewood Commons,1316579,SA,115538950
a_1  1,1,1,Lakewood Commons,1316579,SA,115538951
a_1  1,1,0,Civic Center Stn,1316578,SU,115538952
a_1  1,1,0,Civic Center Stn,1316578,SU,115538953
a_103 78,103W,1,W-Line Federal Ctr,1316678,SU,115563483
a_1  2,1,0,Civic Center Stn,1316578,SU,115538958
a_1  2,1,0,Civic Center Stn,1316578,SU,115538959
a_88L  2,88L,1,Commerce City & 72nd Ave Stn via 88th Ave,1317191,SU,115555293
a_15L  7,15L,0,Billings via E Colfax Ave,1316883,WK,115547167
a_15L 19,15L,0,Billings via E Colfax Ave,1316883,WK,115547166
a_15L 16,15L,0,Aurora Metro Center Station,1316884,WK,115547165
a_15L 25,15L,0,Aurora Metro Center Station,1316884,WK,115547164
a_15L  5,15L,0,Billings via E Colfax Ave,1316883,WK,115547163
a_15L 21,15L,0,Aurora Metro Center Station,1316884,WK,115547162
a_15L 22,15L,0,Billings via E Colfax Ave,1316883,WK,115547161
a_15L 24,15L,0,Aurora Metro Center Station,1316884,WK,115547160
a_101 14,101D,1,D-Line to Mineral,1317867,FR,115561494
a_15L 22,15L,0,Billings via E Colfax Ave,1316883,WK,115547169
a_15L  5,15L,0,Aurora Metro Center Station,1316884,WK,115547168
a_153  7,153,1,Arapahoe Station,1316874,SU,115546696
a_153  2,153,1,Arapahoe Station,1316874,SU,115546697
a_153  5,153,1,Arapahoe Crossing,1316876,SU,115546694
a_153  1,153,1,Arapahoe Crossing,1316876,SU,115546695
a_153  4,153,1,Arapahoe Station,1316874,SU,115546692
a_153  2,153,1,Arapahoe Station,1316874,SU,115546693
a_153  6,153,1,Arapahoe Station,1316874,SU,115546690
a_153  3,153,1,Arapahoe Station,1316874,SU,115546691
a_49  2,49,0,Commerce City & 72nd Ave Stn via 60th & Dahlia,1317087,WK,115553089
a_49  4,49,0,Commerce City & 72nd Ave Stn via 60th & Dahlia,1317087,WK,115553088
a_FREE 85,FREE,1,Free MallRide Union Station,1318340,SA,115569183
a_153  6,153,1,Arapahoe Station,1316874,SU,115546698
a_153  3,153,1,Arapahoe Station,1316874,SU,115546699
a_101 96,101E,1,E-Line RidgeGate,1329695,SU_3787,115786236
a_101 92,101E,1,E-Line RidgeGate,1329688,SU_3787,115786237
a_101 91,101E,1,E-Line RidgeGate,1329695,SU_3787,115786234
a_101 98,101E,1,E-Line RidgeGate,1329695,SU_3787,115786235
a_101 98,101E,1,E-Line RidgeGate,1329695,SU_3787,115786232
a_101 96,101E,1,E-Line RidgeGate,1329695,SU_3787,115786233
a_101 16,101D,0,D-Line Union Station,1317836,FR,115561288
a_101 14,101D,0,D-Line Union Station,1317836,FR,115561289
a_101 15,101D,0,D-Line Union Station,1317836,FR,115561286
a_101 17,101D,0,D-Line Union Station,1317836,FR,115561287
a_101 12,101D,0,D-Line Union Station,1317836,FR,115561284
a_101 11,101D,0,D-Line Union Station,1317836,FR,115561285
a_101 15,101D,0,D-Line Union Station,1317836,FR,115561282
a_101 13,101D,0,D-Line Union Station,1317836,FR,115561283
a_101 12,101D,0,D-Line Union Station,1317836,FR,115561280
a_101 11,101D,0,D-Line Union Station,1317836,FR,115561281
a_A  3,A,1,Union Station,1317216,SA,115556107
a_A  2,A,1,Union Station,1317216,SA,115556106
a_16  5,16,0,Broadway,1316887,SA,115547349
a_16  1,16,0,Broadway,1316887,SA,115547348
a_105  8,105,1,Southmoor Via Havana,1316697,SA,115542199
a_105  7,105,1,Southmoor Via Havana,1316697,SA,115542198
a_105  9,105,1,Southmoor Via Havana,1316697,SA,115542195
a_105  6,105,1,Southmoor Via Havana,1316697,SA,115542194
a_105  2,105,1,Southmoor Via Havana,1316697,SA,115542197
a_105  2,105,1,Southmoor Via Havana,1316697,SA,115542196
a_105  5,105,0,Central Park,1316694,SA,115542191
a_105  4,105,0,Central Park,1316694,SA,115542190
a_105  8,105,1,Southmoor Via Havana,1316697,SA,115542193
a_105  3,105,1,Southmoor Via Havana,1316697,SA,115542192
a_38  5,38,0,Central Park Station,1318355,WK,115570531
a_101 51,101H,0,H-Line to Southmoor,1317863,MT,115561735
a_121  1,121,1,Nine Mile via Peoria,1316808,WK,115545204
a_9  1,9,1,Lakewood Commons,1317193,WK,115555399
a_43  3,43,1,Auraria Downtown,1317066,SA,115551955
a_FREE  8,FREE,0,Free MallRide Civic Center,1318331,SA,115569002
a_113 30,113G,1,Wheat Ridge Ward Station,1316747,SA,115543831
a_101  4,101S,0,Special Service 30th & Downing,1329601,FR,115781698
a_0  1,0,0,Union Station,1316568,SU,115538402
a_0  5,0,0,Union Station,1316568,SU,115538403
a_0  9,0,0,Union Station,1316568,SU,115538400
a_0  5,0,0,Union Station,1316568,SU,115538401
a_0  4,0,0,Union Station,1316568,SU,115538406
a_0  5,0,0,Union Station,1316568,SU,115538407
a_0  3,0,0,Union Station,1316568,SU,115538404
a_0  1,0,0,Union Station,1316568,SU,115538405
a_0  5,0,0,Union Station,1316570,SU,115538408
a_0  4,0,0,Union Station,1316568,SU,115538409
a_38  6,38,1,Clear Creek Xing,1318358,WK,115570538
a_104L 62,104L,0,Denver Airport Station via Thornton Crossroads,1317897,WK,115564223
